acc	evalue	score
AIM90037.1	8.4e-215	726.1
AIM94402.1	8.4e-215	726.1
AIN67842.1	8.4e-215	726.1
AJD97721.1	8.4e-215	726.1
AJD99063.1	8.4e-215	726.1
AKD20316.1	8.4e-215	726.1
AKG32580.1	8.4e-215	726.1
AKG79532.1	8.4e-215	726.1
AKG83940.1	8.4e-215	726.1
AKO81711.1	8.4e-215	726.1
AKQ36499.1	8.4e-215	726.1
AKR62066.1	8.4e-215	726.1
AKR66329.1	8.4e-215	726.1
AKW09116.1	8.4e-215	726.1
AKW17840.1	8.4e-215	726.1
ALG59218.1	8.4e-215	726.1
ALH01014.1	8.4e-215	726.1
ALH05382.1	8.4e-215	726.1
ALN25708.1	8.4e-215	726.1
ALN30334.1	8.4e-215	726.1
ALN35068.1	8.4e-215	726.1
ALQ00371.1	8.4e-215	726.1
ALV19818.1	8.4e-215	726.1
AMJ25070.1	8.4e-215	726.1
AMJ30734.1	8.4e-215	726.1
AMK64646.1	8.4e-215	726.1
AMM60698.1	8.4e-215	726.1
AMM69607.1	8.4e-215	726.1
AMN19409.1	8.4e-215	726.1
AMN29683.1	8.4e-215	726.1
AMN37904.1	8.4e-215	726.1
AMN96022.1	8.4e-215	726.1
AMW60811.1	8.4e-215	726.1
ANF20926.1	8.4e-215	726.1
ANU86944.1	8.4e-215	726.1
ANU91421.1	8.4e-215	726.1
ANU95894.1	8.4e-215	726.1
ANV00375.1	8.4e-215	726.1
ANV04961.1	8.4e-215	726.1
ANV09530.1	8.4e-215	726.1
ANV14115.1	8.4e-215	726.1
ANV18682.1	8.4e-215	726.1
ASE76045.1	8.4e-215	726.1
ASO26774.1	8.4e-215	726.1
ASO35111.1	8.4e-215	726.1
ASO36264.1	8.4e-215	726.1
ASO42115.1	8.4e-215	726.1
ASO46524.1	8.4e-215	726.1
ATD36388.1	8.4e-215	726.1
ATD46876.1	8.4e-215	726.1
AUO54237.1	8.4e-215	726.1
AUU19270.1	8.4e-215	726.1
AVB07877.1	8.4e-215	726.1
AVL60786.1	8.4e-215	726.1
AVS11331.1	8.4e-215	726.1
AVS18394.1	8.4e-215	726.1
AVT51088.1	8.4e-215	726.1
AWE27211.1	8.4e-215	726.1
AWE36254.1	8.4e-215	726.1
AXX38739.1	8.4e-215	726.1
AZI93414.1	8.4e-215	726.1
AZZ00189.1	8.4e-215	726.1
AZZ02532.1	8.4e-215	726.1
BBN75106.1	8.4e-215	726.1
BBN79500.1	8.4e-215	726.1
CAR35308.1	8.4e-215	726.1
CAR61790.1	8.4e-215	726.1
CBY98103.1	8.4e-215	726.1
CDF56187.1	8.4e-215	726.1
CDS71350.1	8.4e-215	726.1
CEI45219.1	8.4e-215	726.1
CRY88917.1	8.4e-215	726.1
CUR98231.1	8.4e-215	726.1
CUR98232.1	8.4e-215	726.1
CUR98233.1	8.4e-215	726.1
CUS00802.1	8.4e-215	726.1
QBA02696.1	8.4e-215	726.1
QBM50756.1	8.4e-215	726.1
QBM69447.1	8.4e-215	726.1
QBR64006.1	8.4e-215	726.1
QCC14052.1	8.4e-215	726.1
QCS75502.1	8.4e-215	726.1
QCW71553.1	8.4e-215	726.1
QCW76192.1	8.4e-215	726.1
QDF09032.1	8.4e-215	726.1
QDL25892.1	8.4e-215	726.1
QEC85474.1	8.4e-215	726.1
QEC90485.1	8.4e-215	726.1
QEC94977.1	8.4e-215	726.1
QED06047.1	8.4e-215	726.1
QEO51706.1	8.4e-215	726.1
QEX07621.1	8.4e-215	726.1
QGR30258.1	8.4e-215	726.1
QGR35209.1	8.4e-215	726.1
QGR38476.1	8.4e-215	726.1
QGR43880.1	8.4e-215	726.1
QIL61482.1	8.4e-215	726.1
QIY49670.1	8.4e-215	726.1
QJU84893.1	8.4e-215	726.1
QJU89517.1	8.4e-215	726.1
QKW79342.1	8.4e-215	726.1
QKW85021.1	8.4e-215	726.1
QQC18000.1	8.4e-215	726.1
QQH41978.1	8.4e-215	726.1
QQH47957.1	8.4e-215	726.1
QQH54150.1	8.4e-215	726.1
QQH59615.1	8.4e-215	726.1
QQH66792.1	8.4e-215	726.1
QQH77370.1	8.4e-215	726.1
QQH93565.1	8.4e-215	726.1
QQH98114.1	8.4e-215	726.1
QQI02384.1	8.4e-215	726.1
QQI06941.1	8.4e-215	726.1
QQI21279.1	8.4e-215	726.1
QQI39591.1	8.4e-215	726.1
QQI53646.1	8.4e-215	726.1
QQI55155.1	8.4e-215	726.1
QQI63152.1	8.4e-215	726.1
QQI72410.1	8.4e-215	726.1
QQI77060.1	8.4e-215	726.1
QQI81455.1	8.4e-215	726.1
QQI90928.1	8.4e-215	726.1
QQI91425.1	8.4e-215	726.1
QQI97743.1	8.4e-215	726.1
QQJ13976.1	8.4e-215	726.1
QQJ18449.1	8.4e-215	726.1
QQJ23422.1	8.4e-215	726.1
QQJ32470.1	8.4e-215	726.1
QQJ37482.1	8.4e-215	726.1
QQQ31926.1	8.4e-215	726.1
QSQ79740.1	8.4e-215	726.1
QTA59983.1	8.4e-215	726.1
QTA64366.1	8.4e-215	726.1
QTA68992.1	8.4e-215	726.1
QVI90449.1	8.4e-215	726.1
QVI94931.1	8.4e-215	726.1
UBS82576.1	8.4e-215	726.1
UBU87232.1	8.4e-215	726.1
UBX32958.1	8.4e-215	726.1
UQS59523.1	8.4e-215	726.1
AAO70893.1	8.4e-215	726.1
AEZ47175.1	8.4e-215	726.1
AGK68894.1	8.4e-215	726.1
ALG18594.1	8.4e-215	726.1
ALG24303.1	8.4e-215	726.1
CAD09388.1	8.4e-215	726.1
QGT89010.1	8.4e-215	726.1
QGR56117.1	8.5e-215	726.1
ASM33598.1	8.5e-215	726.0
QDI31256.1	8.5e-215	726.0
ACF61556.1	8.6e-215	726.0
AGS31761.1	8.6e-215	726.0
AIT45420.1	8.6e-215	726.0
AJA99083.1	8.6e-215	726.0
AJB06327.1	8.6e-215	726.0
AJB10576.1	8.6e-215	726.0
AJB15300.1	8.6e-215	726.0
AJB20233.1	8.6e-215	726.0
AJB24526.1	8.6e-215	726.0
ALC68989.1	8.6e-215	726.0
ALC71486.1	8.6e-215	726.0
QQH65371.1	8.6e-215	726.0
QQI40005.1	8.6e-215	726.0
SQH96095.1	8.9e-215	726.0
AQT87237.1	9.4e-215	725.9
ASG40732.1	9.4e-215	725.9
UER61759.1	9.4e-215	725.9
ACH50550.1	9.5e-215	725.9
AHB46440.1	9.5e-215	725.9
AHN78306.1	9.5e-215	725.9
AKC50812.1	9.5e-215	725.9
AMW40657.1	9.5e-215	725.9
AMW56121.1	9.5e-215	725.9
AZI80537.1	9.5e-215	725.9
QIY04317.1	9.5e-215	725.9
QQI16584.1	9.5e-215	725.9
QQJ05114.1	9.5e-215	725.9
QQJ85203.1	9.5e-215	725.9
QMK48117.1	9.8e-215	725.8
QMK66560.1	9.8e-215	725.8
ASG90322.1	9.9e-215	725.8
QUC30122.1	1e-214	725.8
AGR61172.1	1e-214	725.8
ASG56605.1	1e-214	725.8
CCC32518.1	1e-214	725.8
QGF75363.1	1e-214	725.8
QQP75131.1	1e-214	725.8
QUZ58878.1	1e-214	725.8
QXY83763.1	1e-214	725.8
VDZ81867.1	1e-214	725.8
QKO37168.1	1e-214	725.8
QHJ29399.1	1.1e-214	725.7
QHJ34498.1	1.1e-214	725.7
QHJ39592.1	1.1e-214	725.7
QHJ44676.1	1.1e-214	725.7
QDI11791.1	1.1e-214	725.7
QDI21534.1	1.1e-214	725.7
QTA27831.1	1.1e-214	725.6
QDI45742.1	1.2e-214	725.6
AWE47988.1	1.2e-214	725.6
QQH79153.1	1.2e-214	725.6
QQI11866.1	1.2e-214	725.6
CBG90655.1	1.3e-214	725.5
QBY30284.1	1.3e-214	725.5
UHO32343.1	1.3e-214	725.5
ATF94797.1	1.3e-214	725.5
SNV80399.1	1.3e-214	725.4
AAX67739.1	1.5e-214	725.3
AIK94864.1	1.5e-214	725.3
QEP99044.1	1.5e-214	725.3
QQI26769.1	1.5e-214	725.3
ALI15266.1	1.6e-214	725.1
ANF80251.1	1.6e-214	725.1
QEO56070.1	1.6e-214	725.1
QJB62835.1	1.6e-214	725.1
QPD09699.1	1.6e-214	725.1
QPD14166.1	1.6e-214	725.1
QPD18580.1	1.6e-214	725.1
QPD23261.1	1.6e-214	725.1
QPD27724.1	1.6e-214	725.1
QPD32165.1	1.6e-214	725.1
QVP37354.1	1.7e-214	725.1
BAT37251.1	1.7e-214	725.1
QBA38345.1	1.7e-214	725.0
QXF35835.1	1.7e-214	725.0
UJD77667.1	1.7e-214	725.0
AZT26702.1	1.7e-214	725.0
AZT52821.1	1.7e-214	725.0
AZT57361.1	1.7e-214	725.0
QLW52376.1	1.8e-214	725.0
UNH34893.1	1.8e-214	725.0
SMZ54606.1	1.8e-214	725.0
ABX23525.1	2e-214	724.8
ASO61472.1	2e-214	724.8
QRG79090.1	2e-214	724.8
BCU53557.1	2e-214	724.8
QCT87476.1	2e-214	724.8
QLN21185.1	2e-214	724.8
ANA19187.1	2.1e-214	724.7
ANA23411.1	2.1e-214	724.7
ANA27750.1	2.1e-214	724.7
ATW57001.1	2.1e-214	724.7
QJY71232.1	2.1e-214	724.7
SQI67156.1	2.1e-214	724.7
QST46704.1	2.3e-214	724.6
AGO53161.1	2.5e-214	724.5
AGP42541.1	2.5e-214	724.5
AHY05169.1	2.5e-214	724.5
ANJ93334.1	2.5e-214	724.5
ANJ96599.1	2.5e-214	724.5
UJD97186.1	2.5e-214	724.5
UNK28025.1	2.5e-214	724.5
CAQ86220.1	2.5e-214	724.5
QUY46870.1	2.7e-214	724.4
QJY54113.1	2.9e-214	724.3
UHM92032.1	2.9e-214	724.3
QOH94551.1	3.1e-214	724.2
VEC01784.1	3.1e-214	724.2
AEF43295.1	3.2e-214	724.1
AEF48247.1	3.2e-214	724.1
AEG25955.1	3.2e-214	724.1
ANI29669.1	3.3e-214	724.1
AWK44165.1	3.3e-214	724.1
AXG44848.1	3.3e-214	724.1
AXG49482.1	3.3e-214	724.1
CAE17024.1	3.3e-214	724.1
QJY68539.1	3.5e-214	724.0
QJY64779.1	3.6e-214	724.0
AHW11792.1	3.7e-214	724.0
AWE31721.1	3.7e-214	724.0
QLX32350.1	3.7e-214	723.9
QMV53421.1	3.7e-214	723.9
QTA18163.1	4e-214	723.8
AJZ90765.1	4.7e-214	723.6
ASG78055.1	4.8e-214	723.6
ASG85667.1	5.2e-214	723.5
AKH63038.1	5.6e-214	723.3
AGB80229.1	6e-214	723.3
VDZ55948.1	6e-214	723.3
QEC99291.1	6.3e-214	723.2
ARO96930.1	6.3e-214	723.2
QCR02978.1	6.4e-214	723.2
AAM83961.1	6.7e-214	723.1
AAS63357.1	6.7e-214	723.1
ABG12131.1	6.7e-214	723.1
ABG16440.1	6.7e-214	723.1
ABP41827.1	6.7e-214	723.1
ABX88110.1	6.7e-214	723.1
ACY64070.1	6.7e-214	723.1
ADE66319.1	6.7e-214	723.1
ADV97114.1	6.7e-214	723.1
AEL71965.1	6.7e-214	723.1
AJI91487.1	6.7e-214	723.1
AJI97597.1	6.7e-214	723.1
AJJ03357.1	6.7e-214	723.1
AJJ16340.1	6.7e-214	723.1
AJJ33094.1	6.7e-214	723.1
AJJ39844.1	6.7e-214	723.1
AJJ45374.1	6.7e-214	723.1
AJJ49283.1	6.7e-214	723.1
AJJ56250.1	6.7e-214	723.1
AJJ60709.1	6.7e-214	723.1
AJJ66334.1	6.7e-214	723.1
AJJ70200.1	6.7e-214	723.1
AJJ77358.1	6.7e-214	723.1
AJJ78819.1	6.7e-214	723.1
AJJ82783.1	6.7e-214	723.1
AJJ89596.1	6.7e-214	723.1
AJK06309.1	6.7e-214	723.1
AJK11817.1	6.7e-214	723.1
AJK17705.1	6.7e-214	723.1
AJK20419.1	6.7e-214	723.1
AJK24605.1	6.7e-214	723.1
AKB90145.1	6.7e-214	723.1
AKS59432.1	6.7e-214	723.1
AKS61910.1	6.7e-214	723.1
AKS78438.1	6.7e-214	723.1
AKS79357.1	6.7e-214	723.1
AKS86789.1	6.7e-214	723.1
AKS88543.1	6.7e-214	723.1
AKS93264.1	6.7e-214	723.1
AKT00051.1	6.7e-214	723.1
AKT02555.1	6.7e-214	723.1
AXY34943.1	6.7e-214	723.1
AYW84227.1	6.7e-214	723.1
AYW85943.1	6.7e-214	723.1
AYW91048.1	6.7e-214	723.1
AYW95772.1	6.7e-214	723.1
AYX00582.1	6.7e-214	723.1
AYX10607.1	6.7e-214	723.1
AYX16141.1	6.7e-214	723.1
AYX18581.1	6.7e-214	723.1
AYX23650.1	6.7e-214	723.1
AZA32147.1	6.7e-214	723.1
CAH19418.1	6.7e-214	723.1
CAL22443.1	6.7e-214	723.1
QES99921.1	6.7e-214	723.1
QFR74341.1	6.7e-214	723.1
QFR75085.1	6.7e-214	723.1
QFR79521.1	6.7e-214	723.1
QFR83689.1	6.7e-214	723.1
QFR91021.1	6.7e-214	723.1
QFS74374.1	6.7e-214	723.1
QOV26204.1	6.7e-214	723.1
QOW12390.1	6.7e-214	723.1
QPA62845.1	6.7e-214	723.1
QPA66849.1	6.7e-214	723.1
QPA71198.1	6.7e-214	723.1
QPA74436.1	6.7e-214	723.1
QPA78390.1	6.7e-214	723.1
QPA82941.1	6.7e-214	723.1
QPA86357.1	6.7e-214	723.1
QPA93334.1	6.7e-214	723.1
QPA97241.1	6.7e-214	723.1
QPB01088.1	6.7e-214	723.1
QPB04897.1	6.7e-214	723.1
QQD40838.1	6.7e-214	723.1
VEB10693.1	6.7e-214	723.1
VEE74032.1	6.7e-214	723.1
VEG89378.1	6.7e-214	723.1
QLK59452.1	7e-214	723.0
QJY58254.1	7e-214	723.0
VEA97184.1	7e-214	723.0
AHE60017.1	7.2e-214	723.0
QST64151.1	7.2e-214	723.0
QST73514.1	7.2e-214	723.0
QIX95638.1	7.5e-214	722.9
UGS42664.1	7.6e-214	722.9
QNQ54560.1	8.9e-214	722.7
AGQ29002.1	8.9e-214	722.7
AMG99752.1	8.9e-214	722.7
AYO40614.1	8.9e-214	722.7
QDL34433.1	8.9e-214	722.7
AKE12566.1	8.9e-214	722.7
AIN14413.1	9e-214	722.7
AJJ08678.1	9e-214	722.7
QGH61541.1	9.3e-214	722.6
AIR60237.1	1.1e-213	722.4
AHT95271.1	1.1e-213	722.4
QIU91205.1	1.1e-213	722.4
ACN48109.1	1.1e-213	722.4
AFD60768.1	1.1e-213	722.4
AKD05985.1	1.1e-213	722.4
AVF36661.1	1.1e-213	722.3
SQI82974.1	1.3e-213	722.2
AJQ71958.1	1.3e-213	722.2
AIR64650.1	1.3e-213	722.2
QHT49062.1	1.4e-213	722.1
ACY60306.1	1.6e-213	721.9
URE95061.1	1.6e-213	721.8
ARZ02673.1	1.7e-213	721.8
AUQ41393.1	1.7e-213	721.8
CEK29152.1	1.7e-213	721.8
QTD78239.1	1.7e-213	721.8
UIM87474.1	1.7e-213	721.8
UIM90768.1	1.7e-213	721.8
UIM94093.1	1.7e-213	721.8
UIM97408.1	1.7e-213	721.8
UIN00667.1	1.7e-213	721.8
UIN03933.1	1.7e-213	721.8
UIN07230.1	1.7e-213	721.8
UIN10561.1	1.7e-213	721.8
UIN13915.1	1.7e-213	721.8
UIN17291.1	1.7e-213	721.8
AJI95100.1	1.7e-213	721.8
QED65304.1	1.8e-213	721.7
AMZ76643.1	1.8e-213	721.6
AOP88976.1	1.8e-213	721.6
AYL04016.1	1.8e-213	721.6
QIB84237.1	1.8e-213	721.6
QIP22327.1	1.8e-213	721.6
UNE87706.1	1.8e-213	721.6
UOY32101.1	1.8e-213	721.6
UOY37015.1	1.8e-213	721.6
UOY66212.1	1.8e-213	721.6
URG36944.1	1.8e-213	721.6
AEX54113.1	2.2e-213	721.4
QBJ10002.1	2.2e-213	721.4
QHB30907.1	2.3e-213	721.3
ABS47564.1	2.3e-213	721.3
UFA63664.1	2.3e-213	721.3
VEA61305.1	2.4e-213	721.3
VEI15383.1	2.4e-213	721.3
AXU96876.1	2.4e-213	721.2
QZQ50049.1	2.4e-213	721.2
QQN33855.1	2.5e-213	721.2
QIC85004.1	2.5e-213	721.2
AIR05239.1	2.6e-213	721.1
AVJ15787.1	2.7e-213	721.1
CAE1141133.1	2.7e-213	721.1
QNK32324.1	2.7e-213	721.1
SQJ03812.1	2.7e-213	721.1
BBQ86072.1	2.9e-213	721.0
BBR61098.1	2.9e-213	721.0
BBS93788.1	2.9e-213	721.0
BBS98817.1	2.9e-213	721.0
BBT03884.1	2.9e-213	721.0
BBT73143.1	2.9e-213	721.0
QQI34938.1	3e-213	720.9
QMT06574.1	3.2e-213	720.9
UNH24033.1	3.2e-213	720.8
UNH27116.1	3.2e-213	720.8
UNH30587.1	3.2e-213	720.8
UNH38749.1	3.2e-213	720.8
UNH42272.1	3.2e-213	720.8
ALB65190.1	3.5e-213	720.8
AFP72106.1	3.6e-213	720.7
AIX56754.1	3.6e-213	720.7
BBS34540.1	3.6e-213	720.7
BBV83909.1	3.6e-213	720.7
BBV89172.1	3.6e-213	720.7
QEN99477.1	3.6e-213	720.7
QFH92518.1	3.6e-213	720.7
QZS47197.1	3.6e-213	720.7
AML56129.1	3.6e-213	720.7
UJD78321.1	3.6e-213	720.7
UJD82872.1	3.6e-213	720.7
VTP59772.1	3.6e-213	720.7
VEI63095.1	3.7e-213	720.7
QGF84600.1	3.8e-213	720.6
ANS40665.1	4e-213	720.5
AHK19414.1	4.2e-213	720.5
ADW75840.1	4.3e-213	720.4
AFE60530.1	4.3e-213	720.4
UNK23273.1	4.3e-213	720.4
QJA22087.1	4.7e-213	720.3
QHS47818.1	4.7e-213	720.3
BBV73243.1	4.7e-213	720.3
AJJ17553.1	4.8e-213	720.3
ARB83365.1	4.8e-213	720.3
AVL37129.1	4.8e-213	720.3
QGR68134.1	4.8e-213	720.3
QGR69137.1	4.8e-213	720.3
VDZ50660.1	4.8e-213	720.3
AKA38583.1	4.8e-213	720.3
AEX03247.1	4.9e-213	720.3
AHW85997.1	4.9e-213	720.3
AID87699.1	4.9e-213	720.3
AIE68055.1	4.9e-213	720.3
AKL33509.1	4.9e-213	720.3
AOV09678.1	4.9e-213	720.3
APM32549.1	4.9e-213	720.3
ARB23150.1	4.9e-213	720.3
AUV94907.1	4.9e-213	720.3
AUV98323.1	4.9e-213	720.3
AUW12157.1	4.9e-213	720.3
AVE79732.1	4.9e-213	720.3
AWF51105.1	4.9e-213	720.3
BBW78897.1	4.9e-213	720.3
QAS65466.1	4.9e-213	720.3
QET49064.1	4.9e-213	720.3
QFI03271.1	4.9e-213	720.3
QKJ55802.1	4.9e-213	720.3
QLP38901.1	4.9e-213	720.3
QLX17917.1	4.9e-213	720.3
QLX90983.1	4.9e-213	720.3
QNE51191.1	4.9e-213	720.3
QQO69407.1	4.9e-213	720.3
QSW14357.1	4.9e-213	720.3
QTH51200.1	4.9e-213	720.3
QUG46511.1	4.9e-213	720.3
QWA90701.1	4.9e-213	720.3
QXC95705.1	4.9e-213	720.3
QZG78416.1	4.9e-213	720.3
UDV47789.1	4.9e-213	720.3
UHC87796.1	4.9e-213	720.3
UHD03922.1	4.9e-213	720.3
UHD63457.1	4.9e-213	720.3
UIU19861.1	4.9e-213	720.3
UKS46721.1	4.9e-213	720.3
UNF65170.1	4.9e-213	720.3
UON96148.1	4.9e-213	720.3
QHO88249.1	5e-213	720.2
QLP50417.1	5e-213	720.2
QLS22531.1	5e-213	720.2
QPQ10967.1	5e-213	720.2
UPI87165.1	5e-213	720.2
BBW24039.1	5.1e-213	720.2
QUT15417.1	5.8e-213	720.0
QQX55592.1	5.9e-213	720.0
AFN30106.1	6.1e-213	719.9
ASK74914.1	6.1e-213	719.9
ASZ55887.1	6.1e-213	719.9
UHD31818.1	6.1e-213	719.9
ULF58195.1	6.1e-213	719.9
ULF64069.1	6.1e-213	719.9
URL27341.1	6.4e-213	719.9
AHM76314.1	6.5e-213	719.9
QAX77265.1	6.5e-213	719.9
AHJ75798.1	6.7e-213	719.8
ANR79596.1	6.7e-213	719.8
AEG96491.1	6.7e-213	719.8
AKK82536.1	6.7e-213	719.8
AMH10157.1	6.7e-213	719.8
AML37757.1	6.7e-213	719.8
AMQ59976.1	6.7e-213	719.8
ATM89181.1	6.7e-213	719.8
ATX85599.1	6.7e-213	719.8
ATY05552.1	6.7e-213	719.8
AVE97854.1	6.7e-213	719.8
AWD02329.1	6.7e-213	719.8
AXY28497.1	6.7e-213	719.8
AYX99469.1	6.7e-213	719.8
CCG32432.1	6.7e-213	719.8
QDR58291.1	6.7e-213	719.8
QEU20691.1	6.7e-213	719.8
QEV96533.1	6.7e-213	719.8
QFI19526.1	6.7e-213	719.8
QGT19065.1	6.7e-213	719.8
QGT23864.1	6.7e-213	719.8
QGT28732.1	6.7e-213	719.8
QHJ53614.1	6.7e-213	719.8
QII32620.1	6.7e-213	719.8
QIP26956.1	6.7e-213	719.8
QLS47508.1	6.7e-213	719.8
QTK92500.1	6.7e-213	719.8
QXC65806.1	6.7e-213	719.8
UAL34308.1	6.7e-213	719.8
UNX68219.1	6.7e-213	719.8
VDZ70463.1	6.7e-213	719.8
VEI63012.1	7.4e-213	719.7
QMR39817.1	7.8e-213	719.6
UNX73733.1	7.8e-213	719.6
AYA09095.1	8.1e-213	719.5
AZP53024.1	8.1e-213	719.5
UNK52521.1	8.1e-213	719.5
AVR01808.1	8.3e-213	719.5
QJQ16615.1	8.3e-213	719.5
QBX67474.1	8.5e-213	719.5
ATM97667.1	8.7e-213	719.4
QLO39462.1	8.8e-213	719.4
QLT78984.1	8.8e-213	719.4
QLH61794.1	9.1e-213	719.4
QTP14744.1	9.1e-213	719.4
AGB80534.1	9.3e-213	719.3
QLO27534.1	9.6e-213	719.3
AJJ11247.1	9.8e-213	719.3
ATM88195.1	9.9e-213	719.2
AVX40066.1	9.9e-213	719.2
QKJ10791.1	9.9e-213	719.2
AKG69282.1	1e-212	719.2
AYM92455.1	1e-212	719.2
VEI62235.1	1e-212	719.2
AOR62846.1	1e-212	719.2
ATM75973.1	1.1e-212	719.1
QKJ61054.1	1.1e-212	719.1
AVT60726.1	1.2e-212	719.0
UEQ11372.1	1.2e-212	719.0
QLL91654.1	1.2e-212	719.0
QHP60106.1	1.2e-212	719.0
QHP82176.1	1.2e-212	719.0
QQG28231.1	1.2e-212	719.0
AKP33871.1	1.2e-212	719.0
QDW35131.1	1.2e-212	719.0
QKJ06725.1	1.2e-212	719.0
AZP44279.1	1.3e-212	718.9
AZP48615.1	1.3e-212	718.9
ALX92360.1	1.3e-212	718.9
QCR59222.1	1.3e-212	718.9
QXN63787.1	1.3e-212	718.9
UAN46151.1	1.3e-212	718.9
UAN51760.1	1.3e-212	718.9
UAN57748.1	1.3e-212	718.9
UAN63211.1	1.3e-212	718.9
AIA72976.1	1.3e-212	718.8
AIK15960.1	1.3e-212	718.8
ATY92640.1	1.3e-212	718.8
CAG77098.1	1.3e-212	718.8
QWC49499.1	1.3e-212	718.8
QXE15121.1	1.3e-212	718.8
QRN38572.1	1.4e-212	718.8
QKJ14671.1	1.4e-212	718.8
QUI36987.1	1.4e-212	718.8
UFT94155.1	1.4e-212	718.8
QGU89374.1	1.4e-212	718.7
QLW92124.1	1.4e-212	718.7
ULS44533.1	1.4e-212	718.7
QPK15543.1	1.5e-212	718.7
ASN83723.1	1.5e-212	718.6
AIU90098.1	1.5e-212	718.6
AHG20421.1	1.6e-212	718.6
AJI81983.1	1.6e-212	718.6
VTP85987.1	1.6e-212	718.6
QVJ11047.1	1.6e-212	718.6
UNI54081.1	1.7e-212	718.5
CDG47836.1	1.7e-212	718.5
AJJ23675.1	1.8e-212	718.4
CAL10318.1	1.8e-212	718.4
CCQ38591.1	1.8e-212	718.4
UJD91378.1	1.8e-212	718.4
AKL07008.1	1.9e-212	718.3
AKL23934.1	1.9e-212	718.3
APB46522.1	1.9e-212	718.3
AVL80204.1	1.9e-212	718.3
QLX75842.1	1.9e-212	718.3
QMG00605.1	1.9e-212	718.3
QSS40144.1	1.9e-212	718.3
UHD11196.1	1.9e-212	718.3
UIM61080.1	1.9e-212	718.3
VDY56217.1	1.9e-212	718.3
ATY00550.1	1.9e-212	718.3
QDK13288.1	1.9e-212	718.3
QUS03480.1	1.9e-212	718.3
AZK64590.1	1.9e-212	718.3
UAK21069.1	2e-212	718.3
AMO79972.1	2e-212	718.2
ACX89917.1	2e-212	718.2
AOR61243.1	2e-212	718.2
AYH03298.1	2e-212	718.2
AYH07626.1	2e-212	718.2
AYH12095.1	2e-212	718.2
AYH16379.1	2e-212	718.2
AYH17190.1	2e-212	718.2
AYH25079.1	2e-212	718.2
AYH29557.1	2e-212	718.2
AYH33975.1	2e-212	718.2
AYH38372.1	2e-212	718.2
AZS58599.1	2e-212	718.2
QHQ18074.1	2e-212	718.2
QPK19306.1	2e-212	718.2
QQA76316.1	2e-212	718.2
QRN29716.1	2e-212	718.2
AFI92408.1	2e-212	718.2
ALR74894.1	2e-212	718.2
ADO50470.1	2e-212	718.2
AJJ63807.1	2.1e-212	718.2
ULS49088.1	2.1e-212	718.2
QIR29416.1	2.1e-212	718.2
AMH17235.1	2.2e-212	718.1
UBM41068.1	2.2e-212	718.1
ADZ40680.1	2.6e-212	717.8
AJJ26677.1	2.6e-212	717.8
ALG80419.1	2.6e-212	717.8
AOF16594.1	2.6e-212	717.8
AOF20674.1	2.6e-212	717.8
AOF21640.1	2.6e-212	717.8
AOF28849.1	2.6e-212	717.8
AOF33022.1	2.6e-212	717.8
AOF36944.1	2.6e-212	717.8
CBX73673.1	2.6e-212	717.8
CBY29153.1	2.6e-212	717.8
QBQ00818.1	2.6e-212	717.8
VEA97435.1	2.6e-212	717.8
VEF82068.1	2.6e-212	717.8
QKJ02274.1	2.7e-212	717.8
UCP87677.1	2.7e-212	717.8
UCZ79307.1	2.7e-212	717.8
ALB61238.1	2.8e-212	717.7
ALB72275.1	3e-212	717.7
QQE42628.1	3.3e-212	717.5
QBG10772.1	3.6e-212	717.4
URG48782.1	3.6e-212	717.4
QTF06725.1	4.1e-212	717.2
AJR01550.1	4.2e-212	717.2
QTN55148.1	4.2e-212	717.2
UEM39211.1	4.3e-212	717.1
AKL14191.1	4.6e-212	717.0
ACT15016.1	4.8e-212	717.0
QPF27901.1	5.1e-212	716.9
QUE95113.1	5.1e-212	716.9
QZY79881.1	5.1e-212	716.9
UHD00893.1	5.1e-212	716.9
UCP81974.1	5.6e-212	716.8
VEI12251.1	5.9e-212	716.7
AIQ99299.1	6e-212	716.7
QBJ31572.1	6.6e-212	716.5
QIP54268.1	6.6e-212	716.5
QQK70636.1	7e-212	716.5
QGH31965.1	7e-212	716.4
QGH40947.1	7e-212	716.4
VDZ85417.1	7e-212	716.4
QHI90177.1	7.3e-212	716.4
AGN86590.1	8e-212	716.3
QHM96900.1	8e-212	716.3
ARI06240.1	8.1e-212	716.2
AWT17276.1	8.1e-212	716.2
BAS38163.1	8.1e-212	716.2
QLN50511.1	8.1e-212	716.2
QLN80984.1	8.1e-212	716.2
QLO54906.1	8.1e-212	716.2
QLO80799.1	8.1e-212	716.2
QLP10560.1	8.1e-212	716.2
QLP44497.1	8.1e-212	716.2
QLT11957.1	8.1e-212	716.2
QLT67138.1	8.1e-212	716.2
QLT90756.1	8.1e-212	716.2
QLU07158.1	8.1e-212	716.2
QLU27100.1	8.1e-212	716.2
QLU59095.1	8.1e-212	716.2
QLU79574.1	8.1e-212	716.2
QQQ21653.1	8.1e-212	716.2
QTP39940.1	8.1e-212	716.2
QXW39400.1	8.1e-212	716.2
UNF12696.1	8.1e-212	716.2
VTS65301.1	8.1e-212	716.2
QHP52592.1	9e-212	716.1
AUV03218.1	9.1e-212	716.1
QWR80334.1	9.3e-212	716.0
ANI85097.1	9.9e-212	715.9
