acc	evalue_clade1	evalue_clade2
APT73483.1		3.3e-12
BCD62080.1		3.3e-12
BCD66016.1		3.3e-12
AVV80286.1		3.4e-12
UNK50268.1		3.4e-12
QDT46422.1		3.4e-12
BAP35624.1		3.4e-12
ACN15652.1		3.5e-12
BAK68328.1		3.5e-12
BAW96131.1		3.8e-12
BCF92280.1		3.8e-12
CCQ40218.1		3.9e-12
QQM65453.1		3.9e-12
ABJ76439.1		3.9e-12
ABJ78855.1		3.9e-12
AMX58132.1		3.9e-12
AMX61384.1		3.9e-12
AMX64629.1		3.9e-12
AMX67847.1		3.9e-12
AMX71634.1		3.9e-12
AWV70001.1		3.9e-12
AYR08421.1		3.9e-12
UOY19594.1		3.9e-12
UOZ23284.1		3.9e-12
UOZ26242.1		3.9e-12
UOZ29211.1		3.9e-12
QDT06287.1		3.9e-12
BDI33124.1		3.9e-12
UKE55121.1		3.9e-12
SDS81248.1		4e-12
AXK66438.1		4.1e-12
QLI81140.1		4.2e-12
QTR48840.1		4.2e-12
UKE70166.1		4.5e-12
UII13270.1		4.5e-12
QNQ32247.1		4.6e-12
VEB34344.1		4.6e-12
APS17763.1		4.6e-12
AJA09226.1		4.7e-12
ASK62165.1		4.7e-12
AYO66278.1		4.7e-12
VDY58681.1		4.7e-12
VTP59702.1		4.7e-12
ANQ53473.1		4.8e-12
APT71922.1		4.8e-12
UML77923.1		4.8e-12
AOE11195.1		4.8e-12
BBE36406.1		5e-12
AVJ15746.1		5.2e-12
QKJ17834.1		5.3e-12
QDC43423.1		5.3e-12
QDC48430.1		5.3e-12
QDC52135.1		5.3e-12
AMA32765.1		5.4e-12
AOE28608.1		5.4e-12
AOE33727.1		5.4e-12
ARV37819.1		5.4e-12
ATU11758.1		5.4e-12
AUB45558.1		5.4e-12
QJL27159.1		5.4e-12
QJM35028.1		5.4e-12
UGW89001.1		5.4e-12
VED51522.1		5.4e-12
BAZ93696.1		5.5e-12
UOQ97838.1		5.6e-12
ULG76104.1		5.6e-12
UML83282.1		5.6e-12
AVY65738.1		5.6e-12
UPU50244.1		5.6e-12
AKH77326.1		5.7e-12
QOI50647.1		5.7e-12
QOI42690.1		5.7e-12
AAN49288.1		5.8e-12
AER02488.1		5.8e-12
ALC97792.1		5.8e-12
BAU10054.1		5.8e-12
ULG79890.1		5.8e-12
UML67523.1		5.8e-12
UML70845.1		5.8e-12
ULG85375.1		5.8e-12
ULG87770.1		5.8e-12
QXH93116.1		5.9e-12
AGK95913.1		6e-12
CAB1401972.1		6.1e-12
BBO33003.1		6.1e-12
AOA98117.1		6.5e-12
APV12283.1		6.5e-12
QSS03136.1		6.5e-12
BBJ78382.1		6.5e-12
QUE50205.1		6.6e-12
AEV33930.1		6.7e-12
AHG20381.1		6.8e-12
APR34635.1		7e-12
ULH30271.1		7.1e-12
UPY78135.1		7.1e-12
CAB1276859.1		7.1e-12
QBQ42357.1		7.1e-12
AZK96175.1		7.1e-12
QKM67811.1		7.1e-12
UMQ60226.1		7.4e-12
UNE65585.1		7.4e-12
AJR14554.1		7.4e-12
QOI34528.1		7.4e-12
QCO37336.1		7.4e-12
ULG93431.1		7.4e-12
QCO41154.1		7.4e-12
ARB94617.1		7.4e-12
QHH28470.1		7.4e-12
QHH32117.1		7.4e-12
QHH35745.1		7.4e-12
QHH39387.1		7.4e-12
QHH43004.1		7.4e-12
QHH46650.1		7.4e-12
QHH53621.1		7.4e-12
QHH57262.1		7.4e-12
QHH67545.1		7.4e-12
QHH71176.1		7.4e-12
QIP64158.1		7.4e-12
QOI46947.1		7.4e-12
UNS57719.1		7.4e-12
AKP26084.1		7.4e-12
AKP29869.1		7.4e-12
UID84963.1		7.5e-12
QCO33250.1		7.5e-12
UMQ56013.1		7.5e-12
ALE39370.1		7.5e-12
ALO00498.1		7.5e-12
QEH99979.1		7.5e-12
UQX08648.1		7.5e-12
BBC00506.1		7.7e-12
QOZ17264.1		7.7e-12
UQD78237.1		7.7e-12
ASV05881.1		7.7e-12
QNP24932.1		7.7e-12
APH41682.1		7.8e-12
CAG5085897.1		7.9e-12
QDK23547.1		7.9e-12
QDK26812.1		7.9e-12
BCD67960.1		7.9e-12
QYM80473.1		8.2e-12
ANI30813.1		8.3e-12
AKE73706.1		8.5e-12
AMA27400.1		8.5e-12
AMV49558.1		8.5e-12
AMV54763.1		8.5e-12
AUJ42612.1		8.5e-12
AUJ47911.1		8.5e-12
QIV02844.1		8.5e-12
QJK20673.1		8.5e-12
QJN58232.1		8.5e-12
QSS24813.1		8.5e-12
VTO10913.1		8.5e-12
AEW63824.1		8.5e-12
AGX39943.1		8.5e-12
AHE42112.1		8.5e-12
AIA39211.1		8.5e-12
AIA44380.1		8.5e-12
AID98499.1		8.5e-12
AIE25524.1		8.5e-12
AIE30827.1		8.5e-12
AIG84489.1		8.5e-12
AIT00961.1		8.5e-12
AIW73662.1		8.5e-12
AIW79164.1		8.5e-12
AIX02330.1		8.5e-12
AIX71696.1		8.5e-12
AIX81536.1		8.5e-12
AIX86704.1		8.5e-12
AJB30127.1		8.5e-12
AJB55354.1		8.5e-12
AJB73808.1		8.5e-12
AKH01168.1		8.5e-12
AKK87725.1		8.5e-12
AKL29441.1		8.5e-12
AKL45520.1		8.5e-12
AKR81429.1		8.5e-12
AKR87044.1		8.5e-12
AKR92514.1		8.5e-12
AKR97980.1		8.5e-12
ALH86777.1		8.5e-12
ALP76052.1		8.5e-12
ALQ85205.1		8.5e-12
ALQ90701.1		8.5e-12
ALR25464.1		8.5e-12
AMA17570.1		8.5e-12
ANF43593.1		8.5e-12
ANK14564.1		8.5e-12
ANK24323.1		8.5e-12
ANK30065.1		8.5e-12
ANK44251.1		8.5e-12
ANK47632.1		8.5e-12
AOD05718.1		8.5e-12
AOF04405.1		8.5e-12
AOF10405.1		8.5e-12
AOM90262.1		8.5e-12
AOM94061.1		8.5e-12
AON02424.1		8.5e-12
AOR87587.1		8.5e-12
AOT67289.1		8.5e-12
AOZ38235.1		8.5e-12
APB51639.1		8.5e-12
APD42202.1		8.5e-12
APM05792.1		8.5e-12
APM11254.1		8.5e-12
APM17453.1		8.5e-12
APM21666.1		8.5e-12
APM27994.1		8.5e-12
APM41564.1		8.5e-12
APM56970.1		8.5e-12
APM62572.1		8.5e-12
APM68183.1		8.5e-12
APM73807.1		8.5e-12
APP26611.1		8.5e-12
APP33119.1		8.5e-12
APP39156.1		8.5e-12
APP44710.1		8.5e-12
APP50579.1		8.5e-12
APP56446.1		8.5e-12
APP62314.1		8.5e-12
APP68179.1		8.5e-12
APQ24059.1		8.5e-12
APR46029.1		8.5e-12
APU33094.1		8.5e-12
APV17610.1		8.5e-12
APV22833.1		8.5e-12
APV28610.1		8.5e-12
AQT14479.1		8.5e-12
AQU58996.1		8.5e-12
ARA43122.1		8.5e-12
ARA46959.1		8.5e-12
ARA51568.1		8.5e-12
ARA59091.1		8.5e-12
ARN24253.1		8.5e-12
ARW95705.1		8.5e-12
ARX06507.1		8.5e-12
ARX19134.1		8.5e-12
ARX40057.1		8.5e-12
ARX46201.1		8.5e-12
ARX52195.1		8.5e-12
ARZ91709.1		8.5e-12
ASA01410.1		8.5e-12
ASC21872.1		8.5e-12
AUC27464.1		8.5e-12
AUX53001.1		8.5e-12
AUX55905.1		8.5e-12
AUY68159.1		8.5e-12
AVJ86685.1		8.5e-12
AVK34634.1		8.5e-12
AWF47258.1		8.5e-12
AWX29237.1		8.5e-12
BBE01427.1		8.5e-12
BBE58391.1		8.5e-12
BBE64337.1		8.5e-12
BBE69923.1		8.5e-12
CEP74492.1		8.5e-12
CZQ42928.1		8.5e-12
QBA58272.1		8.5e-12
QBF18737.1		8.5e-12
QER83979.2		8.5e-12
QIA14711.1		8.5e-12
QID59807.1		8.5e-12
QID65462.1		8.5e-12
QII52350.1		8.5e-12
QIQ84045.1		8.5e-12
QIQ90996.1		8.5e-12
QIR45130.1		8.5e-12
QIR47870.1		8.5e-12
QIR57951.1		8.5e-12
QIS57836.1		8.5e-12
QIV07946.1		8.5e-12
QIV32152.1		8.5e-12
QIV37310.1		8.5e-12
QIV42561.1		8.5e-12
QIV48248.1		8.5e-12
QJI93234.1		8.5e-12
QJI98771.1		8.5e-12
QJJ04004.1		8.5e-12
QJJ09368.1		8.5e-12
QJJ20262.1		8.5e-12
QJJ25375.1		8.5e-12
QJJ33345.1		8.5e-12
QJJ40834.1		8.5e-12
QJJ41306.1		8.5e-12
QJJ47036.1		8.5e-12
QJJ51846.1		8.5e-12
QJJ57095.1		8.5e-12
QJJ62361.1		8.5e-12
QJJ67739.1		8.5e-12
QJJ73164.1		8.5e-12
QJJ79779.1		8.5e-12
QJJ83742.1		8.5e-12
QJJ88823.1		8.5e-12
QJJ94139.1		8.5e-12
QJJ99457.1		8.5e-12
QJK10069.1		8.5e-12
QJK15343.1		8.5e-12
QJK39859.1		8.5e-12
QJK42178.1		8.5e-12
QJK54109.1		8.5e-12
QJK58021.1		8.5e-12
QJK63362.1		8.5e-12
QJK68672.1		8.5e-12
QJK78954.1		8.5e-12
QJK89591.1		8.5e-12
QJK94846.1		8.5e-12
QJL10547.1		8.5e-12
QJL17681.1		8.5e-12
QJL21744.1		8.5e-12
QJL32563.1		8.5e-12
QJL37822.1		8.5e-12
QJL42887.1		8.5e-12
QJL54179.1		8.5e-12
QJL64753.1		8.5e-12
QJL75582.1		8.5e-12
QJL80890.1		8.5e-12
QJL86322.1		8.5e-12
QJL91635.1		8.5e-12
QJL97103.1		8.5e-12
QJM02716.1		8.5e-12
QJM07987.1		8.5e-12
QJM24542.1		8.5e-12
QJM29933.1		8.5e-12
QJM40342.1		8.5e-12
QJM45615.1		8.5e-12
QJM50817.1		8.5e-12
QJM56012.1		8.5e-12
QJM65308.1		8.5e-12
QJM75275.1		8.5e-12
QJM76044.1		8.5e-12
QJM81393.1		8.5e-12
QJN05636.1		8.5e-12
QJN35427.1		8.5e-12
QJN41744.1		8.5e-12
QJN52743.1		8.5e-12
QJN63576.1		8.5e-12
QJN68837.1		8.5e-12
QJN74066.1		8.5e-12
QJN80811.1		8.5e-12
QJN84636.1		8.5e-12
QJN89931.1		8.5e-12
QJN95380.1		8.5e-12
QJO00998.1		8.5e-12
QJO11717.1		8.5e-12
QJO17017.1		8.5e-12
QJO28163.1		8.5e-12
QJO32782.1		8.5e-12
QJO41014.1		8.5e-12
QJO43359.1		8.5e-12
QJO48968.1		8.5e-12
QJO54264.1		8.5e-12
QJO59700.1		8.5e-12
QJO64990.1		8.5e-12
QJO70368.1		8.5e-12
QJO75924.1		8.5e-12
QJO81326.1		8.5e-12
QJO86820.1		8.5e-12
QJO96420.1		8.5e-12
QJO97316.1		8.5e-12
QKE15188.1		8.5e-12
QKJ42677.1		8.5e-12
QKK62068.1		8.5e-12
QKK73461.1		8.5e-12
QKT28872.1		8.5e-12
QKT34462.1		8.5e-12
QKT40048.1		8.5e-12
QKT45626.1		8.5e-12
QKT51203.1		8.5e-12
QKT56789.1		8.5e-12
QKT62372.1		8.5e-12
QKT67960.1		8.5e-12
QKT73548.1		8.5e-12
QKT79136.1		8.5e-12
QKT84721.1		8.5e-12
QKY97321.1		8.5e-12
QLF59288.1		8.5e-12
QLF61972.1		8.5e-12
QLN40731.1		8.5e-12
QLO17107.1		8.5e-12
QLO28733.1		8.5e-12
QSN71285.1		8.5e-12
QSQ03846.1		8.5e-12
QSR92346.1		8.5e-12
QSR97817.1		8.5e-12
QSS14000.1		8.5e-12
QSS19480.1		8.5e-12
QSS30202.1		8.5e-12
QUJ61293.1		8.5e-12
QUL20242.1		8.5e-12
SPR86802.1		8.5e-12
VDY58037.1		8.5e-12
VEB03723.1		8.5e-12
VEC03372.1		8.5e-12
VEC23262.1		8.5e-12
VEC48097.1		8.5e-12
VED96000.1		8.5e-12
VTO25230.1		8.5e-12
VTO59655.1		8.5e-12
UOG32208.1		8.5e-12
UOG43207.1		8.5e-12
UOG50435.1		8.5e-12
QEO27475.1		8.6e-12
QQA43548.1		8.6e-12
QOI38528.1		8.6e-12
QYY62080.1		8.6e-12
AKK68758.1		8.6e-12
UJB14411.1		8.6e-12
AXI32083.1		8.7e-12
QPF87857.1		8.8e-12
UQN42428.1		8.9e-12
AXK34614.1		9.1e-12
ALD20020.1		9.2e-12
CEK10207.1		9.3e-12
CAE1140996.1		9.4e-12
UKE47790.1		9.4e-12
AUG54616.1		9.4e-12
BBL80016.1		9.8e-12
ACU92737.1		9.9e-12
CCK79017.1		9.9e-12
ATA70864.1		1e-11
ATA79829.1		1e-11
VEI55049.1		1e-11
ATA84536.1		1e-11
ACC98639.1		1.1e-11
QHB34705.1		1.1e-11
AHM82557.1		1.1e-11
ALO15641.1		1.1e-11
AHM76930.1		1.1e-11
CAB1276264.1		1.1e-11
QGT51267.1		1.1e-11
QSQ30181.1		1.1e-11
SCB03616.1		1.1e-11
QIA08900.1		1.1e-11
QNR22797.1		1.2e-11
BBH11107.1		1.2e-11
QIK68269.1		1.2e-11
ACZ24361.1		1.2e-11
QQB16373.1		1.2e-11
SNU96192.1		1.2e-11
QDS96343.1		1.2e-11
AJJ20340.1		1.2e-11
ALU53362.1		1.2e-11
QJN47504.1		1.2e-11
QCR60886.1		1.3e-11
ATV58174.1		1.3e-11
ATV60333.1		1.3e-11
ATV69207.1		1.3e-11
SNY82243.1		1.3e-11
QEE49459.1		1.3e-11
QXH65307.1		1.3e-11
ALS76419.1		1.3e-11
QDK23474.1		1.3e-11
QDK26886.1		1.3e-11
QTA93891.1		1.3e-11
ACC98640.1		1.3e-11
QNP55133.1		1.4e-11
URK13436.1		1.4e-11
AFM43282.1		1.4e-11
VEI63216.1		1.4e-11
AXA35515.1		1.4e-11
ATU18120.1		1.4e-11
QOD92036.1		1.4e-11
ARU31520.1		1.5e-11
AVR94781.1		1.5e-11
UOG59054.1		1.5e-11
UOG35812.1		1.5e-11
UOG39501.1		1.5e-11
UOG46746.1		1.5e-11
UOG54435.1		1.5e-11
ACC69640.1		1.5e-11
AVI44526.1		1.5e-11
AVL38216.1		1.5e-11
QKG53739.1		1.6e-11
QQP88685.1		1.6e-11
VDZ53961.1		1.6e-11
AAO78531.1		1.6e-11
QMW85814.1		1.6e-11
UML62709.1		1.6e-11
UNT99072.1		1.6e-11
BBU99081.1		1.6e-11
BBV14051.1		1.6e-11
BDH20192.1		1.6e-11
UQN45943.1		1.7e-11
ARI76305.1		1.7e-11
AIC13300.1		1.7e-11
UIN28014.1		1.7e-11
UIT36757.1		1.7e-11
UIT43490.1		1.7e-11
ANZ41964.1		1.7e-11
QLS57913.1		1.7e-11
ALJ44390.1		1.8e-11
QSQ34013.1		1.8e-11
QSQ38293.1		1.8e-11
QSQ45081.1		1.8e-11
UII59760.1		1.8e-11
UII63480.1		1.8e-11
UKE51522.1		1.8e-11
UKE57519.1		1.8e-11
UNU11638.1		1.8e-11
ARF76768.1		1.8e-11
QLF50600.1		1.8e-11
QIL75969.1		1.9e-11
QHT59918.1		1.9e-11
AUI83291.1		2e-11
BBL76652.1		2e-11
ANZ45866.1		2e-11
ATM97989.1		2.1e-11
UOG58301.1		2.1e-11
QOL00466.1		2.1e-11
BBB07419.1		2.1e-11
AXK22927.1		2.2e-11
QLI98803.1		2.2e-11
VEG93816.1		2.2e-11
QXP60667.1		2.3e-11
AVQ25311.1		2.3e-11
QSQ28361.1		2.3e-11
ATV65053.1		2.3e-11
AJA94679.1		2.3e-11
AJE90331.1		2.3e-11
QTH76235.1		2.3e-11
UDC08599.1		2.3e-11
UNA32938.1		2.3e-11
QFR48663.1		2.4e-11
ACH66615.1		2.4e-11
UIT47908.1		2.5e-11
ABE50285.1		2.7e-11
QPI86167.1		2.7e-11
ATC65696.1		2.7e-11
QGR68655.1		2.7e-11
QGR73117.1		2.7e-11
BBU34694.1		2.8e-11
BBL81463.1		2.8e-11
BBL83766.1		2.8e-11
BCZ86070.1		2.8e-11
QTL05143.1		2.9e-11
AAW84835.1		2.9e-11
UPH44400.1		2.9e-11
QJK74061.1		2.9e-11
QYG91651.1		2.9e-11
ARF99031.1		2.9e-11
AMH00520.1		3e-11
ADC56067.1		3e-11
QEN01481.1		3e-11
QQL44473.1		3e-11
ASF41784.1		3.1e-11
QPR53825.1		3.1e-11
ANG65048.1		3.2e-11
CAD6615315.1		3.2e-11
ASM10850.1		3.2e-11
ALW85061.1		3.3e-11
BAV99630.1		3.4e-11
ATC86909.1		3.4e-11
AAS82179.1		3.4e-11
UJD78277.1		3.4e-11
UJD82828.1		3.4e-11
AYG67904.1		3.5e-11
AYG74296.1		3.5e-11
QGX62580.1		3.6e-11
QDH69090.1		3.6e-11
QBH13717.1		3.7e-11
AGA29609.1		3.7e-11
UAN64901.1		3.8e-11
AKJ96070.1		3.8e-11
AFJ01345.1		3.9e-11
BBJ22906.1		3.9e-11
QDV39698.1		3.9e-11
AOE83175.1		4e-11
EAR16564.1		4e-11
EGJ50758.1		4e-11
QUE79769.1		4.1e-11
ALM09770.1		4.1e-11
ALM10872.1		4.1e-11
ALM11974.1		4.1e-11
ALM13077.1		4.1e-11
ALM14177.1		4.1e-11
AFH39733.1		4.2e-11
AWH84454.1		4.3e-11
AIY12713.1		4.4e-11
ULH30340.1		4.5e-11
UPY78062.1		4.5e-11
VEF10404.1		4.5e-11
ACI21918.1		4.5e-11
ADL54264.1		4.6e-11
QZA81186.1		4.6e-11
AEW19961.1		4.7e-11
AYU89270.1		4.7e-11
QCU90776.1		4.8e-11
QYU68422.1		4.8e-11
BBL92701.1		4.9e-11
BDG27259.1		4.9e-11
BDC53183.1		4.9e-11
BCG23037.1		4.9e-11
APG25912.1		5e-11
APG43983.1		5e-11
CAD6598521.1		5.1e-11
QKE64664.1		5.1e-11
AFM03716.1		5.1e-11
BDG29580.1		5.2e-11
ALD43701.1		5.3e-11
ASL91636.1		5.3e-11
QDI36891.1		5.3e-11
QNL01446.1		5.3e-11
QWU33913.1		5.3e-11
UNE44999.1		5.3e-11
QQP95619.1		5.4e-11
QXN62163.1		5.5e-11
QDP21611.1		5.5e-11
BBU36624.1		5.6e-11
UQO29078.1		5.7e-11
UQO42415.1		5.7e-11
QHB73913.1		5.7e-11
UHM92778.1		5.8e-11
ALE55821.1		5.8e-11
AEJ40636.1		5.8e-11
AEW06675.1		5.8e-11
CUS02595.2		5.9e-11
ALX94531.1		5.9e-11
AWB09679.1		5.9e-11
AXP80581.1		6e-11
ASU35174.1		6e-11
QWQ16492.1		6e-11
QWQ20326.1		6e-11
QWQ24162.1		6e-11
UDQ66934.1		6e-11
QPH52267.1		6e-11
AIB38788.1		6.2e-11
AAV94826.1		6.3e-11
QWV08399.1		6.3e-11
AHF05346.1		6.3e-11
QJU37892.1		6.4e-11
QXR00913.1		6.5e-11
QUM81036.1		6.6e-11
QEC47329.1		6.7e-11
UAN59668.1		6.9e-11
QKJ66050.1		6.9e-11
UAN47811.1		7e-11
ALL67346.1		7.1e-11
AXF09049.1		7.1e-11
UAN53494.1		7.1e-11
QYD68544.1		7.2e-11
QEC79469.1		7.3e-11
AEQ21810.1		7.3e-11
AIZ64767.1		7.3e-11
AVQ87888.1		7.4e-11
AVQ11884.1		7.4e-11
AUT61848.1		7.4e-11
QDL34495.1		7.6e-11
QLS53369.1		7.7e-11
UML80017.1		7.7e-11
AJY13959.1		7.9e-11
AKE02794.1		7.9e-11
AYZ97543.1		7.9e-11
QRO78018.1		7.9e-11
QTH63126.1		8e-11
AWI25066.1		8.2e-11
QNP22091.1		8.2e-11
QBC43706.1		8.7e-11
BCG00267.1		8.8e-11
AOJ01079.1		8.8e-11
AWU99282.1		8.9e-11
QRM39250.1		8.9e-11
QTG03954.1		8.9e-11
ANC78838.1		9.1e-11
BAN56853.1		9.2e-11
AWC79203.1		9.2e-11
QOW96605.1		9.2e-11
UAN26138.1		9.2e-11
QQQ04022.1		9.3e-11
ACM28405.1		9.4e-11
QIB27592.1		9.4e-11
AMD84557.1		9.5e-11
SNV09338.1		9.5e-11
AAU48741.1		9.6e-11
ABM52805.1		9.6e-11
ABN01928.1		9.6e-11
ABO06625.1		9.6e-11
AFR14696.1		9.6e-11
AIO51936.1		9.6e-11
AIO59233.1		9.6e-11
AIO62857.1		9.6e-11
AIO80878.1		9.6e-11
AIP03242.1		9.6e-11
AIP72623.1		9.6e-11
AIP76660.1		9.6e-11
AIS28751.1		9.6e-11
AIV64843.1		9.6e-11
AIV78982.1		9.6e-11
AIV89571.1		9.6e-11
AIV96635.1		9.6e-11
AJW52259.1		9.6e-11
AJW93042.1		9.6e-11
AJX03247.1		9.6e-11
AJX36439.1		9.6e-11
AJX42426.1		9.6e-11
AJX50015.1		9.6e-11
AJX52938.1		9.6e-11
AJX63076.1		9.6e-11
AJX93868.1		9.6e-11
AJY33300.1		9.6e-11
ATD90163.1		9.6e-11
ATD94918.1		9.6e-11
ATD99742.1		9.6e-11
ATE04647.1		9.6e-11
ATE09476.1		9.6e-11
ATE14339.1		9.6e-11
ATE19290.1		9.6e-11
ATE24199.1		9.6e-11
ATE28600.1		9.6e-11
ATE31455.1		9.6e-11
ATE36424.1		9.6e-11
ATE43877.1		9.6e-11
CCF99503.1		9.7e-11
BBO87712.1		9.7e-11
QQV78559.1		9.8e-11
AOT60196.1		9.9e-11
AMN12556.1		1e-10
QDD00484.1		1e-10
AEB75392.1		1e-10
AIP50569.1		1.1e-10
APS33245.1		1.1e-10
AKG72527.1		1.1e-10
AWG32337.1		1.1e-10
AFI67355.1		1.1e-10
ANJ67653.1		1.1e-10
AKL99301.1		1.1e-10
BBP58556.1		1.1e-10
APD06078.1		1.1e-10
AXN37646.1		1.1e-10
CAG21596.1		1.2e-10
CAD6605061.1		1.2e-10
QJD71458.1		1.2e-10
AWC71238.1		1.2e-10
AWC89204.1		1.2e-10
AWS58591.1		1.2e-10
AWS69970.1		1.2e-10
QDC97827.1		1.2e-10
QET30973.1		1.2e-10
QET41608.1		1.2e-10
UCA51356.1		1.2e-10
BCZ88446.1		1.2e-10
BCZ91081.1		1.2e-10
BCZ93635.1		1.2e-10
QDU55354.1		1.2e-10
QEG42562.1		1.3e-10
AGF78366.1		1.3e-10
UQS31408.1		1.3e-10
UNK51128.1		1.3e-10
QNR98047.1		1.3e-10
QZX84179.1		1.4e-10
AFC63461.1		1.4e-10
BBV06071.1		1.4e-10
QKG46541.1		1.4e-10
QNN32781.1		1.4e-10
UIZ16973.1		1.4e-10
ADO64242.1		1.4e-10
ASM96103.1		1.4e-10
QET75165.1		1.4e-10
AZQ52174.1		1.4e-10
AHI63564.1		1.5e-10
AIP64425.1		1.5e-10
AJY27879.1		1.5e-10
AVR24175.1		1.5e-10
QEO44585.1		1.5e-10
ADG17360.1		1.5e-10
QXF12309.1		1.5e-10
QDI51173.1		1.5e-10
QFU01480.1		1.5e-10
AFZ35407.1		1.5e-10
ABB32238.1		1.5e-10
QKW38868.1		1.5e-10
QQU64058.1		1.6e-10
ANV86477.1		1.6e-10
QFY72025.1		1.6e-10
QEV13348.1		1.6e-10
CAK17627.1		1.6e-10
ALN56158.1		1.6e-10
QSL26093.1		1.7e-10
QSL31902.1		1.7e-10
QSL37640.1		1.7e-10
QSL43382.1		1.7e-10
QSL49122.1		1.7e-10
QSL54849.1		1.7e-10
QSL60580.1		1.7e-10
QDT34635.1		1.7e-10
AWS50295.1		1.7e-10
QZY64030.1		1.7e-10
UPQ39021.1		1.7e-10
ANB01373.1		1.7e-10
AIM20683.1		1.7e-10
QCW28619.1		1.7e-10
QSE98399.1		1.7e-10
AGK46129.1		1.7e-10
ATF34737.1		1.7e-10
QRR11088.1		1.7e-10
QRM57354.1		1.8e-10
QEO42486.1		1.8e-10
QTA79183.1		1.8e-10
ACA91834.1		1.9e-10
SNW06357.1		1.9e-10
QUY42955.1		1.9e-10
QTO18174.1		1.9e-10
QLI81793.1		1.9e-10
APD36257.1		1.9e-10
AIO34052.1		1.9e-10
ANM28556.1		2e-10
AWA29249.1		2e-10
QGR58831.1		2e-10
UQN88918.1		2e-10
UQO74107.1		2e-10
UQP20320.1		2e-10
UQP28368.1		2e-10
UQP38685.1		2e-10
UQP88288.1		2e-10
ANI32402.1		2e-10
QKL09778.1		2e-10
QUG91891.1		2e-10
UFH26612.1		2e-10
AWL84726.1		2e-10
BDC51680.1		2e-10
BBJ27176.1		2.1e-10
QIP93811.1		2.1e-10
AJZ63192.1		2.1e-10
CAH34775.1		2.1e-10
UAN43965.1		2.1e-10
UAN53523.1		2.1e-10
UAN58144.1		2.1e-10
ABK09395.1		2.1e-10
AQT51035.1		2.1e-10
QIY42350.1		2.1e-10
UJH72850.1		2.1e-10
UNK25568.1		2.1e-10
ANC83861.1		2.1e-10
ULL03677.1		2.1e-10
QIX18616.1		2.1e-10
AVM55336.1		2.2e-10
AHE33028.1		2.2e-10
AHG35470.1		2.2e-10
AHG69135.1		2.2e-10
AIV47089.1		2.2e-10
BCQ62207.1		2.2e-10
UEK59174.1		2.2e-10
QHE63337.1		2.3e-10
ASY13793.1		2.4e-10
AGF92908.1		2.4e-10
UQO99793.1		2.4e-10
UQP45208.1		2.4e-10
AAO78651.1		2.4e-10
ALJ44266.1		2.4e-10
QMW85922.1		2.4e-10
QZU80434.1		2.4e-10
QZU85869.1		2.4e-10
UBD13176.1		2.4e-10
UML62811.1		2.4e-10
AJY18014.1		2.4e-10
AVR23081.1		2.4e-10
UQN61127.1		2.4e-10
UQN65562.1		2.4e-10
UQO06937.1		2.4e-10
UQO25937.1		2.4e-10
UQP33587.1		2.4e-10
UQP67525.1		2.4e-10
BAU42664.1		2.4e-10
BDF54694.1		2.4e-10
AWK07325.1		2.4e-10
QIF67489.1		2.4e-10
QZZ20297.1		2.5e-10
ACQ98375.1		2.5e-10
AHE27980.1		2.5e-10
AIP08672.1		2.5e-10
AIS86523.1		2.5e-10
AIV59515.1		2.5e-10
AIV72615.1		2.5e-10
APY98131.1		2.5e-10
APZ11714.1		2.5e-10
QIF59408.1		2.5e-10
QIF63443.1		2.5e-10
BCZ81335.1		2.5e-10
BDC40204.1		2.5e-10
AKH77257.1		2.5e-10
ANM29051.1		2.5e-10
ABN85239.1		2.5e-10
AGR73345.1		2.5e-10
AHK67115.1		2.5e-10
AIO94843.1		2.5e-10
AIP22702.1		2.5e-10
AIP39021.1		2.5e-10
AIP79963.1		2.5e-10
AJX21514.1		2.5e-10
AJX86875.1		2.5e-10
ALB92828.1		2.5e-10
ALB98890.1		2.5e-10
APF93009.1		2.5e-10
APF99050.1		2.5e-10
APY92032.1		2.5e-10
APZ17799.1		2.5e-10
APZ23994.1		2.5e-10
ABV33340.1		2.5e-10
AMD86141.1		2.6e-10
SNV13477.1		2.6e-10
AYY98209.1		2.6e-10
UQN69888.1		2.6e-10
UQN75614.1		2.6e-10
QEA06788.1		2.6e-10
QEG42500.1		2.6e-10
QIJ72593.1		2.7e-10
AFO47032.1		2.7e-10
AYN13011.1		2.7e-10
QQE42111.1		2.7e-10
QMU78531.1		2.8e-10
AFI84419.1		2.8e-10
AXR68854.1		2.9e-10
QDC41226.1		2.9e-10
QDC42516.1		2.9e-10
QDC54902.1		2.9e-10
QDC56183.1		2.9e-10
QDC57465.1		2.9e-10
QDC58755.1		2.9e-10
QDC60042.1		2.9e-10
QDC65563.1		2.9e-10
QDC66850.1		2.9e-10
QDC68138.1		2.9e-10
QDC69427.1		2.9e-10
QDC73340.1		2.9e-10
QDC74626.1		2.9e-10
QDC75911.1		2.9e-10
QCS49159.1		2.9e-10
UOQ83174.1		3e-10
QNE39932.1		3e-10
BAY24258.1		3e-10
UOD51489.1		3e-10
BCW37373.1		3e-10
QNK87473.1		3e-10
QJE96988.1		3e-10
AIV52131.1		3e-10
AGH80222.1		3.1e-10
QYJ00049.1		3.1e-10
AQQ28861.1		3.1e-10
