acc	evalue_clade1	score_clade1	evalue_clade2	score_clade2
QFT49601.1	9.2e-05	34.0	6e-53	192.3
QAU45985.1	9.6e-05	33.9	3.7e-24	97.4
ANB53508.1	9.7e-05	33.9	1.9000000000000001e-66	236.8
BBT93380.1	9.7e-05	33.9	1.9000000000000001e-66	236.8
BDA16199.1	9.7e-05	33.9	1.9000000000000001e-66	236.8
ALS59048.1	0.00011	33.7	5.1e-97	337.5
ABM37362.1	0.00011	33.7	3.5e-24	97.5
AGI61059.1	0.00014	33.4	4.8e-112	387.0
BCT66804.1	0.00014	33.3	3.5e-29	114.0
AOF80656.1	0.00015	33.3	6.1e-27	106.6
ARP55173.1	0.00016	33.2	1.5999999999999998e-85	299.6
QLD33734.1	0.00017	33.1	1e-104	362.9
QQB36583.1	0.00021	32.8	1e-64	231.1
ASL02291.1	0.00021	32.8	1.6e-138	474.3
ASK90748.1	0.00021	32.8	1.2e-138	474.7
AMV07681.1	0.00021	32.8	8e-139	475.2
ARE56059.1	0.00021	32.8	8e-139	475.2
ASK98074.1	0.00021	32.8	8e-139	475.2
ATB60238.1	0.00021	32.8	8e-139	475.2
ATS22668.1	0.00021	32.8	8e-139	475.2
QQK69443.1	0.00021	32.8	8e-139	475.2
QTK94763.1	0.00021	32.8	8e-139	475.2
QTK98907.1	0.00021	32.8	8e-139	475.2
QWN05099.1	0.00021	32.8	8e-139	475.2
QWN09305.1	0.00021	32.8	8e-139	475.2
QWN13501.1	0.00021	32.8	8e-139	475.2
QWN17834.1	0.00021	32.8	8e-139	475.2
QWN23497.1	0.00021	32.8	8e-139	475.2
QWN31850.1	0.00021	32.8	8e-139	475.2
QSY83024.1	0.00022	32.7	1.4e-44	164.7
BBO11263.1	0.00022	32.7	3.9e-24	97.3
BBO07610.1	0.00022	32.7	4.0000000000000004e-24	97.3
ATG88843.1	0.00022	32.7	3.1999999999999998e-55	199.8
QOZ78376.1	0.00025	32.6	8.7e-26	102.8
UKH20273.1	0.00026	32.5	3.9e-99	344.5
UKH39280.1	0.00026	32.5	3.9e-99	344.5
BCX75274.1	0.00026	32.5	6.0999999999999996e-43	159.3
AWL94991.1	0.00028	32.4	3.599999999999999e-24	97.4
AMV00097.1	0.00029	32.3	2.9e-138	473.4
AMV02078.1	0.00029	32.3	2.9e-138	473.4
AGI61060.1	0.00034	32.1	1.4e-110	382.2
UKH14656.1	0.00037	32.0	6.3e-99	343.8
UKH16640.1	0.00037	32.0	6.3e-99	343.8
UKH18666.1	0.00037	32.0	6.3e-99	343.8
UKH43836.1	0.00037	32.0	6.3e-99	343.8
ASK78052.1	0.00038	31.9	6.9e-43	159.1
CBK52850.1	0.0004	31.9	2.7000000000000002e-89	312.0
CBW75858.1	0.0004	31.9	2.7000000000000002e-89	312.0
UOD33903.1	0.00043	31.8	1.5999999999999999e-31	121.7
ANL26689.1	0.00043	31.8	2.5e-44	163.9
SPP94229.1	0.00044	31.7	2.9e-23	94.5
UOS98742.1	0.00045	31.7	1.3e-139	477.8
UKH07416.1	0.00049	31.6	4.6e-98	341.0
UKH10668.1	0.00049	31.6	4.6e-98	341.0
UKH26831.1	0.00049	31.6	4.6e-98	341.0
UKH28868.1	0.00049	31.6	4.6e-98	341.0
UKH45863.1	0.00049	31.6	4.6e-98	341.0
QCP81448.1	0.00055	31.4	9.7e-86	300.3
UKH22826.1	0.00059	31.3	1e-98	343.1
QXP23174.1	0.00063	31.2	6.4999999999999995e-99	343.7
UKH11574.1	0.00063	31.2	6.4999999999999995e-99	343.7
UKH37185.1	0.00063	31.2	6.4999999999999995e-99	343.7
AVC48387.1	0.00065	31.2	3.7e-46	169.9
UIJ99510.1	0.00065	31.2	3.7e-46	169.9
UIL28717.1	0.00065	31.2	3.7e-46	169.9
ASS54315.1	0.00067	31.1	3.2999999999999997e-46	170.1
QAA94722.1	0.00071	31.1	1.2e-118	408.8
UQN35689.1	0.00073	31.0	1.8e-54	197.3
UKH24782.1	0.0011	30.4	8.6e-99	343.3
AAM43002.1	0.0012	30.3	3.1e-136	466.7
AAY50855.1	0.0012	30.3	3.1e-136	466.7
AKS17681.1	0.0012	30.3	3.1e-136	466.7
AKS21693.1	0.0012	30.3	3.1e-136	466.7
UKA44143.1	0.0012	30.3	3.1e-136	466.7
UPS17381.1	0.0012	30.3	3.1e-136	466.7
UQB65734.1	0.0012	30.3	3.1e-136	466.7
UAU35132.1	0.0012	30.3	4.9999999999999994e-136	466.0
BBJ98081.1	0.0012	30.3	7.1e-136	465.5
AKS23044.1	0.0013	30.2	9e-26	102.8
AIA31542.1	0.0013	30.2	1.5e-25	102.0
AIJ31477.1	0.0013	30.2	7.899999999999999e-99	343.5
SNV33167.1	0.0013	30.2	7.899999999999999e-99	343.5
ULR43399.1	0.0013	30.2	4.4e-43	159.8
AZR36325.1	0.0013	30.2	4.6e-140	479.3
QKV18767.1	0.0013	30.2	3.1e-39	147.1
UKH33004.1	0.0013	30.2	1.1e-98	343.0
AFU19338.1	0.0014	30.1	6.6e-99	343.7
QXX80258.1	0.0016	29.9	5e-87	304.6
UEQ14678.1	0.0016	29.9	3.7e-138	473.1
AFS53018.1	0.0016	29.9	3.9e-26	104.0
AVC46173.1	0.0019	29.7	2.3e-44	164.0
ASS59913.1	0.0019	29.7	2.9999999999999997e-44	163.6
UKH30958.1	0.0019	29.6	5.8e-98	340.6
UKH35102.1	0.0019	29.6	5.8e-98	340.6
UFS88144.1	0.0022	29.5	3.3e-23	94.3
UKH41356.1	0.0023	29.4	9.999999999999999e-98	339.8
QRR35480.1	0.0024	29.3	9.499999999999999e-24	96.1
ULJ80933.1	0.0024	29.3	2.0999999999999997e-43	160.8
URL02692.1	0.0024	29.3	2.2e-78	276.1
CAG18657.1	0.0026	29.2	8.6e-44	162.1
AIZ79369.1	0.0026	29.2	5.2e-99	344.1
VEE89812.1	0.0026	29.2	5.2e-99	344.1
AXA41389.1	0.0028	29.1	4.8e-45	166.2
QLY27032.1	0.0028	29.1	3e-23	94.4
AHZ84212.1	0.0029	29.0	3.6e-25	100.7
ALK31530.1	0.003	29.0	8.199999999999999e-24	96.3
BBL34955.1	0.0031	29.0	1.4000000000000001e-30	118.6
QDL39430.1	0.0031	28.9	4.1e-23	94.0
ALM85296.1	0.0032	28.9	1.8e-64	230.2
AFY01359.1	0.0035	28.8	1.2e-25	102.3
AKI02649.1	0.0038	28.7	1.5e-41	154.7
AMA59243.1	0.0039	28.6	1.3e-23	95.6
BDD87075.1	0.0044	28.4	2.4e-24	98.0
CAD1796308.1	0.0044	28.4	2.7e-137	470.2
APD13789.1	0.0046	28.4	5.9e-93	324.1
CAD1796439.1	0.0047	28.4	1.3e-137	471.3
QHG88534.1	0.0048	28.3	1.2e-134	461.5
QAS83046.1	0.0048	28.3	2.9e-44	163.7
CDM22510.1	0.0049	28.3	1.9999999999999998e-110	381.6
QFY79263.1	0.005	28.3	7.5e-87	304.0
ATF85613.1	0.0051	28.2	1.4e-44	164.7
ACI59376.1	0.0055	28.1	4.9e-45	166.2
AIC25979.1	0.006	28.0	4.6e-44	163.0
ART81760.1	0.0063	27.9	5.9999999999999994e-149	508.6
UFW82628.1	0.0066	27.9	4.7e-45	166.3
ABC89601.1	0.007	27.8	3.1e-40	150.4
ALP52171.1	0.0078	27.6	1.6e-60	217.2
URL05547.1	0.0081	27.6	3.4e-77	272.2
AJK47317.1	0.0088	27.5	1.7999999999999997e-24	98.5
QJS31653.1	0.01	27.2	6.5e-46	169.1
UFW97909.1	0.01	27.2	6.5e-46	169.1
UMT85383.1	0.011	27.2	4.2e-101	351.0
UMT86628.1	0.011	27.2	4.2e-101	351.0
UMT94670.1	0.011	27.2	4.2e-101	351.0
QIO32827.1	0.011	27.1	4.2e-24	97.2
ASR11960.1	0.011	27.1	4.7e-44	163.0
AND91072.1	0.013	26.9	6.9e-25	99.8
BAC51191.1	0.013	26.9	6.9e-25	99.8
BCE76091.1	0.013	26.9	6.9e-25	99.8
BCF37188.1	0.013	26.9	6.9e-25	99.8
BCF45870.1	0.013	26.9	6.9e-25	99.8
BCF72022.1	0.013	26.9	6.9e-25	99.8
QBP24695.1	0.013	26.9	6.9e-25	99.8
SQD80150.1	0.013	26.9	4.0000000000000006e-45	166.5
ABL02621.1	0.015	26.7	5.2999999999999996e-55	199.1
QSY86687.1	0.015	26.7	8.299999999999999e-46	168.8
UPJ64879.1	0.015	26.7	1.4999999999999998e-24	98.7
QHW28751.1	0.015	26.7	2.6000000000000003e-44	163.8
ANM13143.1	0.016	26.6	3.9e-42	156.6
ANM19541.1	0.016	26.6	3.9e-42	156.6
ANM25926.1	0.016	26.6	3.9e-42	156.6
UBU50454.1	0.016	26.6	4.4e-82	288.3
QHP69089.1	0.017	26.5	3.4e-25	100.9
QHC50278.1	0.018	26.5	4.4e-67	238.8
AKS41029.1	0.019	26.4	2.3999999999999998e-70	249.6
ULR42354.1	0.021	26.2	2e-44	164.2
AUV14439.1	0.023	26.1	1.4e-110	382.2
ANL69327.1	0.025	26.0	2.3999999999999997e-46	170.5
ANL75817.1	0.025	26.0	2.3999999999999997e-46	170.5
ANL82126.1	0.025	26.0	2.3999999999999997e-46	170.5
QSZ12395.1	0.025	25.9	9.2e-44	162.0
QLD47276.1	0.027	25.9	4.3e-25	100.5
ACQ91661.1	0.027	25.8	1.4999999999999999e-114	395.2
ACS60765.1	0.029	25.7	9.900000000000002e-44	161.9
QSW28237.1	0.031	25.7	2e-44	164.2
AGS23956.1	0.032	25.6	6.6e-45	165.8
ARQ12240.1	0.032	25.6	4.1e-45	166.5
AHF88736.1	0.033	25.6	1.3000000000000002e-44	164.9
AUW48009.1	0.034	25.5	8.200000000000001e-44	162.2
QIJ45117.1	0.036	25.4	3e-46	170.2
QIO49051.1	0.036	25.4	3e-46	170.2
UED34039.1	0.036	25.4	3e-46	170.2
UEQ06161.1	0.038	25.4	4.2e-104	360.8
ACE94428.1	0.04	25.3	3.8e-46	169.9
ANL50500.1	0.04	25.3	3.8e-46	169.9
ANL37830.1	0.042	25.2	7.299999999999999e-46	168.9
ANM01541.1	0.042	25.2	7.299999999999999e-46	168.9
UPJ44650.1	0.043	25.2	1.3e-26	105.5
ARO26193.1	0.044	25.1	1.7e-45	167.7
BDE69219.1	0.045	25.1	2.5999999999999998e-96	335.2
ARO28823.1	0.047	25.1	9.1e-44	162.0
ANK94997.1	0.05	25.0	1.9e-45	167.6
ANL01049.1	0.05	25.0	1.9e-45	167.6
ANL07172.1	0.05	25.0	1.9e-45	167.6
ANL13341.1	0.05	25.0	1.9e-45	167.6
ANL25325.1	0.05	25.0	1.9e-45	167.6
ANM38014.1	0.05	25.0	1.9e-45	167.6
ANM44166.1	0.05	25.0	1.9e-45	167.6
UQR60692.1	0.055	24.8	3.9e-24	97.3
ARQ62294.1	0.055	24.8	3.5000000000000003e-44	163.4
ARP96986.1	0.056	24.8	8.7e-76	267.5
ANK87781.1	0.057	24.8	2.1e-45	167.4
ANL18027.1	0.057	24.8	2.1e-45	167.4
UFW68532.1	0.058	24.8	2.3e-44	164.0
UPK13919.1	0.058	24.8	1.9999999999999998e-26	104.9
UPK17166.1	0.058	24.8	1.9999999999999998e-26	104.9
UFW39707.1	0.058	24.8	1.1e-26	105.8
QIO72710.1	0.062	24.7	3.5e-45	166.7
QIO79729.1	0.062	24.7	3.5e-45	166.7
UIK20105.1	0.064	24.6	3.4e-44	163.5
ULK99210.1	0.067	24.6	4.0000000000000004e-23	94.0
QSZ04928.1	0.067	24.5	1.7e-45	167.7
ANL31376.1	0.071	24.5	2e-46	170.8
ANL56828.1	0.071	24.5	2e-46	170.8
ANL88601.1	0.071	24.5	2e-46	170.8
ANL95110.1	0.071	24.5	2e-46	170.8
ARM15585.1	0.071	24.5	2e-46	170.8
AGI10320.1	0.072	24.4	1.4e-138	474.5
AJZ46601.1	0.072	24.4	1.4e-138	474.5
BBM65875.1	0.072	24.4	1.7e-26	105.2
AZR95918.1	0.074	24.4	2.2e-72	256.4
QIM71018.1	0.074	24.4	2.2e-72	256.4
SAI68627.1	0.074	24.4	2.2e-72	256.4
UPJ29938.1	0.074	24.4	3.3e-26	104.2
UPJ82843.1	0.074	24.4	3.3e-26	104.2
UPJ90635.1	0.074	24.4	3.3e-26	104.2
ABC93047.1	0.077	24.3	1.2e-44	165.0
UPJ33207.1	0.078	24.3	5.1e-26	103.6
AVS69170.1	0.078	24.3	5.1e-102	354.0
QSZ24980.1	0.079	24.3	2.3e-42	157.4
QKK21336.1	0.08	24.3	2.2e-44	164.0
QKK34290.1	0.08	24.3	2.2e-44	164.0
QDJ32082.1	0.083	24.2	1.3e-73	260.4
QKV54691.1	0.083	24.2	2.8e-27	107.7
UOH19254.1	0.084	24.2	3.1999999999999996e-41	153.7
QND24687.1	0.086	24.2	2.0000000000000003e-45	167.5
CBG39347.1	0.087	24.2	2e-48	177.4
AIC31553.1	0.087	24.2	2.8e-44	163.7
AJC83512.1	0.087	24.2	2.8e-44	163.7
ANL44329.1	0.089	24.2	4.4e-46	169.7
ANL63293.1	0.089	24.2	4.4e-46	169.7
ANM07868.1	0.089	24.2	4.4e-46	169.7
QPK13043.1	0.089	24.2	4.4e-46	169.7
SQH70858.1	0.09	24.1	1.3000000000000001e-48	178.0
QDJ41211.1	0.09	24.1	1.5e-73	260.2
QDJ45766.1	0.09	24.1	1.5e-73	260.2
QDJ50165.1	0.09	24.1	1.7e-73	260.0
QII83378.1	0.09	24.1	1.5e-73	260.2
QWF40833.1	0.09	24.1	2.4e-73	259.5
QWF45381.1	0.09	24.1	2.4e-73	259.5
QWF49917.1	0.09	24.1	2.4e-73	259.5
QWF54452.1	0.09	24.1	2.4e-73	259.5
QWF58945.1	0.09	24.1	2.4e-73	259.5
AEQ53693.1	0.092	24.1	1.1e-31	122.2
QJR20143.1	0.092	24.1	1.1e-31	122.2
QIO69981.1	0.092	24.1	1.1e-43	161.7
CAK03764.1	0.099	24.0	1.1999999999999999e-43	161.6
AWI49985.1	0.1	24.0	1.4999999999999999e-92	322.8
AHG48653.1	0.11	23.9	5.8e-44	162.7
AXN32105.1	0.11	23.8	3.7e-73	258.9
QIO62620.1	0.12	23.7	1.6000000000000002e-44	164.5
AJK44939.1	0.12	23.7	1.9e-45	167.6
ARO33668.1	0.13	23.7	1.9e-45	167.5
UQD57050.1	0.13	23.6	4.5e-25	100.5
AKQ53500.1	0.13	23.6	1.2e-73	260.4
AKQ58061.1	0.13	23.6	1.2e-73	260.4
AZW16586.1	0.13	23.6	1.2e-73	260.4
QDJ36658.1	0.13	23.6	1.2e-73	260.4
QDJ54684.1	0.13	23.6	1.2e-73	260.4
QET44851.1	0.13	23.6	1.2e-73	260.4
SNW00266.1	0.13	23.6	1.2e-73	260.4
VEH27519.1	0.13	23.6	1.2e-73	260.4
QIF42621.1	0.15	23.4	5.1e-57	205.7
UNV90902.1	0.15	23.4	2.7e-85	298.9
UNV95808.1	0.15	23.4	2.7e-85	298.9
UNW00541.1	0.15	23.4	2.7e-85	298.9
AVS83607.1	0.16	23.4	8.699999999999999e-102	353.2
AVS87031.1	0.16	23.4	1.6e-101	352.4
AVS92691.1	0.16	23.4	8.699999999999999e-102	353.2
AVS94859.1	0.16	23.4	1.6e-101	352.4
AVT01206.1	0.16	23.4	1.6e-101	352.4
AVT08276.1	0.16	23.4	1.6e-101	352.4
AVT18819.1	0.16	23.4	8.699999999999999e-102	353.2
QSV14247.1	0.18	23.1	1.6e-45	167.8
QGZ75128.1	0.18	23.1	4.6e-113	390.4
APE32109.1	0.2	23.0	1.7e-93	325.9
QBC43554.1	0.2	23.0	2.4e-27	107.9
AXY43654.1	0.22	22.9	1.4e-73	260.3
QKK27196.1	0.22	22.9	1.6e-43	161.2
AZY47799.1	0.23	22.8	1.7999999999999998e-68	243.4
AZY51170.1	0.23	22.8	1.7999999999999998e-68	243.4
CAJ47728.1	0.23	22.8	1.7999999999999998e-68	243.4
AUZ52652.1	0.27	22.6	1.3e-136	468.0
ATU93840.1	0.29	22.5	3.5e-51	186.5
QND18514.1	0.3	22.4	4.3e-43	159.8
API57266.1	0.31	22.4	5.7e-45	166.0
AER55593.1	0.31	22.3	1.5e-104	362.4
QMU61593.1	0.31	22.3	6.699999999999999e-46	169.1
QIO77165.1	0.34	22.2	1.1e-44	165.1
QIO84185.1	0.34	22.2	1.1e-44	165.1
ALK29216.1	0.34	22.2	8.2e-45	165.5
UGS89890.1	0.37	22.1	5.5e-102	353.9
QEZ45933.1	0.4	22.0	1.4000000000000001e-89	313.0
QRQ86656.1	0.4	22.0	1.4000000000000001e-89	313.0
QRQ95016.1	0.4	22.0	1.4000000000000001e-89	313.0
QSG84093.1	0.41	22.0	6.7e-45	165.8
UIJ84337.1	0.45	21.8	4.1e-45	166.5
BCX50520.1	0.45	21.8	3.7e-67	239.1
BBB24805.1	0.5	21.7	2.7e-29	114.4
QEK95606.1	0.54	21.6	1.1e-66	237.5
ANW24210.1	0.58	21.5	1.3e-72	257.0
ALR36013.1	0.58	21.5	4.5e-82	288.3
BAK74163.1	0.63	21.3	9.9e-25	99.3
AVS72833.1	0.64	21.3	8.5e-103	356.5
ARM90578.1	0.66	21.3	3.6e-43	160.1
QJX09565.1	0.68	21.2	7.300000000000001e-44	162.3
QIO55947.1	0.68	21.2	8.300000000000001e-44	162.2
BBB24137.1	0.7	21.2	1.5e-70	250.3
QTV00850.1	0.7	21.2	2e-44	164.2
QJC56548.1	0.73	21.1	3.599999999999999e-24	97.5
ACA91494.1	0.77	21.1	2.7e-23	94.6
CUT14640.1	0.77	21.1	8.499999999999999e-24	96.2
AZM96136.1	0.78	21.0	8.2e-101	350.0
AEI16491.1	0.85	20.9	2.7e-72	256.0
UPK08297.1	0.88	20.9	7.999999999999999e-25	99.6
QRR10765.1	0.88	20.9	5.600000000000001e-23	93.5
AXA44035.1	1.1	20.6	4.0000000000000006e-45	166.5
UBQ42056.1	1.1	20.5	3.3e-84	295.3
CAP43181.1	1.1	20.5	3.3000000000000004e-74	262.3
AZW45406.1	1.2	20.5	6.4e-77	271.3
AMC36269.1	1.2	20.4	1e-27	109.2
BAV99971.1	1.2	20.4	1.5e-115	398.5
AHB77185.1	1.2	20.4	7.3e-82	287.6
AHN74414.1	1.2	20.4	7.3e-82	287.6
AZN37386.1	1.3	20.3	8.300000000000001e-27	106.2
UNJ99399.1	1.3	20.3	7.7e-103	356.7
QHI99037.1	1.3	20.3	2.1e-30	118.0
ANC45965.1	1.4	20.2	1.8e-84	296.1
QDH59133.1	1.4	20.2	1.9e-84	296.1
AGW89223.1	1.5	20.1	2.1999999999999998e-91	318.9
QSY92441.1	1.5	20.1	3.5e-45	166.7
QSY98490.1	1.5	20.1	3.5e-45	166.7
QDX21086.1	1.5	20.1	2.2e-84	295.9
QRP65528.1	1.6	20.0	9.1e-65	231.2
QKK10241.1	1.6	20.0	1.4e-55	201.0
ABK09061.1	1.6	20.0	1.4000000000000002e-23	95.6
AQT50714.1	1.6	20.0	1.4000000000000002e-23	95.6
QIY42675.1	1.6	20.0	1.4000000000000002e-23	95.6
ART46882.1	1.7	19.9	5.9e-119	409.8
QOG23585.1	1.7	19.9	1.7e-23	95.3
AOO94881.1	1.8	19.8	3.1e-45	166.9
BDB23454.1	2.1	19.6	4.8e-89	311.2
QQP95283.1	2.1	19.6	5.8e-119	409.8
UDM08475.1	2.4	19.4	2e-156	533.3
QWD80065.1	2.5	19.4	3.3e-44	163.5
QHC06145.1	2.6	19.3	5.700000000000001e-111	383.5
AVH31565.1	2.7	19.3	4.9e-50	182.7
VEJ26153.1	2.7	19.2	6.5e-51	185.6
QOC21840.1	3.0	19.1	1e-74	264.0
ADU98080.1	3.1	19.1	1.3e-92	323.0
AEB82676.1	3.1	19.1	1.3e-92	323.0
QKD42367.1	3.1	19.1	1.3e-92	323.0
BCN36959.1	3.1	19.1	1.1e-92	323.2
ABV68054.1	3.7	18.8	2.5e-23	94.7
SNV31860.1	3.7	18.8	2.5e-23	94.7
ALR02459.1	3.7	18.8	4.3e-116	400.3
ALR06370.1	3.7	18.8	4.3e-116	400.3
ARO68428.1	3.7	18.8	2.1e-116	401.4
AVI20556.1	3.7	18.8	2.1e-116	401.4
AVI22574.1	3.7	18.8	2.1e-116	401.4
QYY25819.1	3.8	18.8	3.9e-93	324.7
AZO42349.1	4.0	18.7	1.5e-46	171.2
QMV12953.1	4.1	18.7	1.6000000000000001e-74	263.4
QSW96188.1	4.2	18.6	2.9e-45	167.0
AOX62054.1	4.4	18.6	6.8e-138	472.2
ARC91060.1	4.5	18.5	1.1999999999999999e-70	250.7
AMW79711.1	4.5	18.5	1e-41	155.3
QBH19156.1	4.5	18.5	5e-88	307.9
QNR99201.1	4.6	18.5	1.4999999999999999e-120	415.1
AIC10377.1	4.6	18.5	2.1e-116	401.4
UIX80561.1	4.6	18.5	2.1e-116	401.4
ALQ95202.1	4.6	18.5	1.3e-115	398.8
ALR04025.1	4.6	18.5	1.3e-115	398.8
ALR08838.2	4.6	18.5	1.3e-115	398.8
UFS56089.1	4.6	18.5	3e-26	104.3
BCG93183.1	4.6	18.5	8.1e-45	165.5
QKF67957.1	4.9	18.4	1.7e-25	101.8
AAF84797.1	5.1	18.4	1.3e-115	398.8
ALQ96812.1	5.2	18.3	2.8e-115	397.7
QIO06841.1	6.3	18.1	1e-41	155.3
QWP77169.1	6.4	18.0	8.2e-117	402.7
AMP37071.1	6.9	17.9	1.8e-89	312.6
AXV85885.1	6.9	17.9	1.8e-89	312.6
AXW05393.1	6.9	17.9	1.8e-89	312.6
AXW23134.1	6.9	17.9	1.8e-89	312.6
AXW80066.1	6.9	17.9	1.8e-89	312.6
AKD24592.1	7.0	17.9	6.7e-24	96.6
QND40998.1	7.8	17.7	6.4000000000000005e-28	109.8
CCA84560.1	7.9	17.7	7e-89	310.7
AST32687.2	8.0	17.7	5.899999999999999e-90	314.2
AFL74423.1	8.2	17.7	5.5e-77	271.5
CBJ42488.1	8.5	17.6	2.1e-89	312.4
AYB55633.2	8.5	17.6	5.899999999999999e-90	314.2
AWX15118.1	8.8	17.6	1.3e-102	355.9
QDJ14371.1	8.8	17.6	1.3e-102	355.9
ATJ85898.1	9.0	17.5	2.1e-90	315.7
ALN73008.1	9.3	17.5	1.0999999999999999e-25	102.4
AWX13215.1	9.4	17.5	5.4000000000000003e-104	360.5
QDJ12635.1	9.4	17.5	5.4000000000000003e-104	360.5
QLB60308.1	9.5	17.5	1.3000000000000001e-37	141.8
QSQ94262.1	9.5	17.5	1.3000000000000001e-37	141.8
AMD00102.1	9.6	17.4	1.6e-156	533.6
AVU09006.1			3.8e-155	529.0
AQU85079.1			1.6e-154	526.9
CAH1043958.1			2.7e-153	522.9
UBR52083.1			7.3e-148	505.0
QRL02163.1			9.300000000000001e-145	494.8
CEP36891.1			1.4e-144	494.2
AZM96695.1			1.6000000000000001e-144	494.0
UQI39435.1			1e-140	481.5
UQY97981.1			1.0999999999999999e-139	478.1
ATJ82684.1			2.8e-139	476.7
AOY61515.1			5.3e-139	475.8
ARV24904.1			5.3e-139	475.8
QDR46878.1			5.3e-139	475.8
QDS08861.1			5.3e-139	475.8
QDS13264.1			5.3e-139	475.8
QRD55331.1			8.599999999999999e-139	475.1
QRD59782.1			8.599999999999999e-139	475.1
QRD64266.1			8.599999999999999e-139	475.1
QRD68854.1			8.599999999999999e-139	475.1
QRD74358.1			8.599999999999999e-139	475.1
QRD78756.1			8.599999999999999e-139	475.1
QNG87141.1			3.1e-138	473.3
QNG91665.1			3.1e-138	473.3
AOL20938.1			3.4e-138	473.2
ASM99818.1			3.4e-138	473.2
ASN08010.1			3.4e-138	473.2
ASY83184.1			3.4e-138	473.2
ASY90259.1			3.4e-138	473.2
QGL15706.1			3.4e-138	473.2
AVQ08457.1			4.8e-138	472.7
AZM72653.1			4.8e-138	472.7
AZR24202.1			4.8e-138	472.7
AZR28356.1			4.8e-138	472.7
AZR32605.1			4.8e-138	472.7
AEM52937.1			4.8999999999999996e-138	472.7
CAD0354179.1			8.2e-138	471.9
CAD0354188.1			8.2e-138	471.9
QII31195.1			8.7e-138	471.8
UPU49071.1			9.2e-138	471.7
AJZ19375.1			9.9e-138	471.6
AJZ23803.1			9.9e-138	471.6
AJZ28227.1			9.9e-138	471.6
AJZ32668.1			9.9e-138	471.6
AJZ37132.1			9.9e-138	471.6
AJZ41599.1			9.9e-138	471.6
AKM26668.1			9.9e-138	471.6
QXF01498.1			9.9e-138	471.6
QYF37338.1			9.9e-138	471.6
QYF41909.1			9.9e-138	471.6
QYF46725.1			9.9e-138	471.6
UPS77387.1			9.9e-138	471.6
CAD0304369.1			1.6999999999999998e-137	470.9
CAD0304374.1			1.6999999999999998e-137	470.9
CAD0314998.1			1.6999999999999998e-137	470.9
CAD0315006.1			1.6999999999999998e-137	470.9
CAD0354462.1			1.6999999999999998e-137	470.9
CAD0354468.1			1.6999999999999998e-137	470.9
QEW16890.1			1.6999999999999998e-137	470.9
BCX45563.1			1.8e-137	470.8
CAD0353712.1			1.8e-137	470.8
CAD0353720.1			1.8e-137	470.8
UID80682.1			2.3e-137	470.4
QEN92400.1			3.3999999999999997e-137	469.9
QBG85221.1			5.7e-137	469.1
UJB15612.1			7.699999999999999e-137	468.7
CAD7727063.1			7.8e-137	468.7
CAD7727067.1			7.8e-137	468.7
CAD7743059.1			7.8e-137	468.7
CAD7743062.1			7.8e-137	468.7
AUI93049.1			1e-136	468.3
AUI96720.1			1e-136	468.3
AUJ00391.1			1e-136	468.3
AUJ04069.1			1e-136	468.3
AUJ07739.1			1e-136	468.3
AUJ15147.1			1e-136	468.3
UKE47601.1			1e-136	468.3
UKE69962.1			1e-136	468.3
AKK66427.1			1.8999999999999998e-136	467.4
AWH22890.1			3.2999999999999998e-136	466.6
UNE63163.1			3.7999999999999995e-136	466.4
UKE61620.1			4.7e-136	466.1
CAD7734218.1			5.3e-136	465.9
CAD7734221.1			5.3e-136	465.9
CAD7745704.1			5.3e-136	465.9
CAD7745707.1			5.3e-136	465.9
QIO89659.1			6.2e-136	465.7
ASW46791.1			1.2999999999999999e-135	464.7
QJD69071.1			2.1000000000000001e-134	460.7
QDG71368.1			3.3e-133	456.7
UOB05735.1			3.3999999999999995e-129	443.5
ALJ26624.1			1.3e-128	441.6
QYF99603.1			1e-127	438.6
AWL06116.1			7.7e-127	435.8
UGQ35662.1			1.2e-126	435.1
UMU24318.1			7.3e-126	432.5
AEF53570.1			1e-125	432.0
QJD89668.1			3.8e-125	430.2
CAG9296032.1			2.1e-124	427.8
UQB42430.1			4.9000000000000005e-124	426.5
UMU22920.1			5.3000000000000005e-124	426.4
QOY93837.1			6.2000000000000005e-124	426.2
ADZ89931.1			2.4e-123	424.2
AUZ54046.1			8.3e-123	422.5
ABF09585.1			9.1e-121	415.7
QGS29565.1			9.1e-121	415.7
AVA36747.1			1.0999999999999999e-120	415.5
QJE00717.1			2.7e-120	414.2
QBQ36657.1			3.7e-120	413.7
QBH99953.1			6e-120	413.1
ALK98759.1			1.4e-119	411.9
QCP11664.1			2.1000000000000002e-119	411.2
ADV26098.1			2.8000000000000003e-118	407.6
URF03397.1			2.4e-117	404.5
UIN20360.1			3.5e-117	403.9
QBP10822.1			3.6e-117	403.9
UJB19564.1			1.2e-116	402.1
UJQ26710.1			1.2e-116	402.1
ALN93867.1			1.8999999999999998e-116	401.5
UNP29319.1			1.8999999999999998e-116	401.5
QTX29110.1			2.8e-116	401.0
AAO28682.1			2.8e-116	400.9
ACB92297.1			4.4999999999999996e-116	400.3
ADN63826.1			4.4999999999999996e-116	400.3
AIC12365.1			4.4999999999999996e-116	400.3
QID15475.1			4.4999999999999996e-116	400.3
QIS26149.1			4.4999999999999996e-116	400.3
QMT63693.1			4.4999999999999996e-116	400.3
